id,name,genes
HDCDHG,hexadecanaldehyde dehydrogenase,"frozenset({<Gene YALI0B01298g at 0x7f4133837cd0>, <Gene YALI0E15400g at 0x7f41337c37d0>, <Gene YALI0A17875g at 0x7f41337c3c50>, <Gene YALI0F23793g at 0x7f4133837dd0>})"
HDCH,hexadecane hydroxylase,"frozenset({<Gene YALI0F01320g at 0x7f41337c3ed0>, <Gene YALI0D04422g at 0x7f41338192d0>})"
HDCFAO,hexadecanol oxidase,frozenset({<Gene YALI0B14014g at 0x7f41337c3cd0>})
DDCDHG,dodecanaldehyde dehydrogenase,"frozenset({<Gene YALI0B01298g at 0x7f4133837cd0>, <Gene YALI0E15400g at 0x7f41337c37d0>, <Gene YALI0A17875g at 0x7f41337c3c50>, <Gene YALI0F23793g at 0x7f4133837dd0>})"
DDCH,dodecane hydroxylase,"frozenset({<Gene YALI0E25982g at 0x7f41337c3d10>, <Gene YALI0D04422g at 0x7f41338192d0>, <Gene YALI0F01320g at 0x7f41337c3ed0>})"
DDCFAO,dodecanol oxidase,frozenset({<Gene YALI0B14014g at 0x7f41337c3cd0>})
FAO100p,fatty acid oxidation decanoyl CoA peroxisomal YL,frozenset()
FAO120p,fatty acid oxidation dodecanoyl CoA peroxisomal YL,frozenset()
FAO60p,fatty acid oxidation hexanoyl CoA peroxisomal YL,frozenset()
FA60tp,fatty acid peroxisomal transport YL,frozenset({<Gene YALI0E16775g at 0x7f41337c3f50>})
HCAt,Hexanoate n C60 transport in via uniport YL,"frozenset({<Gene YALI0C20265g at 0x7f41337c3a90>, <Gene YALIB02544g at 0x7f41337c3dd0>})"
BUCAt,butanoate n C40 transport in via uniport YL,frozenset()
FA40tp,fatty acid peroxisomal transport YL,frozenset({<Gene YALI0E16775g at 0x7f41337c3f50>})
coatp,CoA transport peroxisome YL,frozenset()
O2tp,oxygen transport peroxisome,frozenset()
exlip,extracelular lipases TAG,frozenset({<Gene YALI0A20350g at 0x7f41337c3f10>})
dca_t,decanoate transport in via uniport,"frozenset({<Gene YALI0C20265g at 0x7f41337c3a90>, <Gene YALIB02544g at 0x7f41337c3dd0>})"
OMCDC,2 Oxo 4 methyl 3 carboxypentanoate decarboxylation,frozenset({<Gene YALI0D01265g at 0x7f4133809c90>})
TRIGSY_GLC_nlim,triglycerol yarrowia glucose synthesis nlim YL,"frozenset({<Gene YALI0E16797g at 0x7f4133858810>, <Gene YALI0E32769g at 0x7f4133858750>})"
TRIGSY_GLYC,triglycerol yarrowia glycerol synthesis YL,"frozenset({<Gene YALI0E16797g at 0x7f4133858810>, <Gene YALI0E32769g at 0x7f4133858750>})"
VALTA,valine transaminase,frozenset({<Gene YALI0D01265g at 0x7f4133809c90>})
ACACTDC10p,"acetyl-CoA C-acetyltransferase (decanedioyl-CoA), peroxisomal",frozenset()
ACACTDC12p,"acetyl-CoA C-acetyltransferase (dodecanedioyl-CoA), peroxisomal",frozenset()
ACACTDC14p,"acetyl-CoA C-acetyltransferase (tetradecanedioyl-CoA), peroxisomal",frozenset()
ACACTDC16p,"acetyl-CoA C-acetyltransferase (hexadecanedioyl-CoA), peroxisomal",frozenset()
ACACTDC6p,"acetyl-CoA C-acetyltransferase (adipoyl-CoA), peroxisomal",frozenset()
ACACTDC8p,"acetyl-CoA C-acetyltransferase (octanedioyl-CoA), peroxisomal",frozenset()
ACOAODC10p,"acyl-CoA oxidase (decanedioyl-CoA), peroxisomal",frozenset()
ACOAODC12p,"acyl-CoA oxidase (dodecanedioyl-CoA), peroxisomal",frozenset()
ACOAODC14p,"acyl-CoA oxidase (tetradecanedioyl-CoA), peroxisomal",frozenset()
ACOAODC16p,"acyl-CoA oxidase (hexadecanedioyl-CoA), peroxisomal",frozenset()
ACOAODC6p,"acyl-CoA oxidase (adipoyl-CoA), peroxisomal",frozenset()
ACOAODC8p,"acyl-CoA oxidase (octanedioyl-CoA), peroxisomal",frozenset()
ALDDHD,Aldehyde dehydrogenase (hydroxy-decanoate),"frozenset({<Gene YALI0B01298g at 0x7f4133837cd0>, <Gene YALI0E15400g at 0x7f41337c37d0>, <Gene YALI0A17875g at 0x7f41337c3c50>, <Gene YALI0F23793g at 0x7f4133837dd0>})"
ALDDHDD,Aldehyde dehydrogenase (hydroxy-dodecanoate),"frozenset({<Gene YALI0B01298g at 0x7f4133837cd0>, <Gene YALI0E15400g at 0x7f41337c37d0>, <Gene YALI0A17875g at 0x7f41337c3c50>, <Gene YALI0F23793g at 0x7f4133837dd0>})"
ALDDHHD,Aldehyde dehydrogenase (hydroxy-hexadecanoate),"frozenset({<Gene YALI0B01298g at 0x7f4133837cd0>, <Gene YALI0E15400g at 0x7f41337c37d0>, <Gene YALI0A17875g at 0x7f41337c3c50>, <Gene YALI0F23793g at 0x7f4133837dd0>})"
DCAFAO,Fatty alcohol oxidase (decanoate),frozenset({<Gene YALI0B14014g at 0x7f41337c3cd0>})
DCAH,decanoate hydroxylase,"frozenset({<Gene YALI0E25982g at 0x7f41337c3d10>, <Gene YALI0D04422g at 0x7f41338192d0>})"
DCCOAL10,Dicarboxylic-acid--CoA ligase (decandioate),frozenset()
DCCOAL12,Dicarboxylic-acid--CoA ligase (dodecandioate),frozenset()
DCCOAL16,Dicarboxylic-acid--CoA ligase (hexadecandioate),frozenset()
DDCAFAO,Fatty alcohol oxidase (dodecanoate),frozenset({<Gene YALI0B14014g at 0x7f41337c3cd0>})
DDCAH,Dodecanoate hydroxylase,"frozenset({<Gene YALI0E25982g at 0x7f41337c3d10>, <Gene YALI0D04422g at 0x7f41338192d0>, <Gene YALI0F01320g at 0x7f41337c3ed0>})"
ECOAHDC10p,"3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanedioyl-CoA), peroxisomal",frozenset()
ECOAHDC12p,"3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanedioyl-CoA), peroxisomal",frozenset()
ECOAHDC14p,"3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanedioyl-CoA), peroxisomal",frozenset()
ECOAHDC16p,"3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanedioyl-CoA), peroxisomal",frozenset()
ECOAHDC6p,"3-hydroxyacyl-CoA dehydratase (3-hydroxyadipoyl-CoA), peroxisomal",frozenset()
ECOAHDC8p,"3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanedioyl-CoA), peroxisomal",frozenset()
HACDDC10p,"3-hydroxyacyl-CoA dehydrogenase (3-oxodecanedioyl-CoA), peroxisomal",frozenset()
HACDDC12p,"3-hydroxyacyl-CoA dehydrogenase (3-oxododecanedioyl-CoA), peroxisomal",frozenset()
HACDDC14p,"3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanedioyl-CoA), peroxisomal",frozenset()
HACDDC16p,"3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanedioyl-CoA), peroxisomal",frozenset()
HACDDC6p,"3-hydroxyacyl-CoA dehydrogenase (3-oxoadipoyl-CoA), peroxisomal",frozenset()
HACDDC8p,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctanedioyl-CoA), peroxisomal",frozenset()
HDCAFAO,Fatty alcohol oxidase (hexadecanoate),frozenset({<Gene YALI0B14014g at 0x7f41337c3cd0>})
HDCAH,Hexadecanoate hydroxylase,"frozenset({<Gene YALI0D04422g at 0x7f41338192d0>, <Gene YALI0F01320g at 0x7f41337c3ed0>})"
C10DCte,Decanedioate extracellular transport,frozenset()
C10DCtp,Decanedioate peroxisomal transport,frozenset()
C12DCte,Dodecanedioate extracellular transport,frozenset()
C12DCtp,Dodecanedioate peroxisomal transport,frozenset()
C16DCte,Hexadecanedioate extracellular transport,frozenset()
C16DCtp,Hexadecanedioate peroxisomal transport,frozenset()
EX_decane_LPAREN_e_RPAREN_,Decane exchange,frozenset()
EX_dodec_LPAREN_e_RPAREN_,Dodecane exchange,frozenset()
EX_hedecane_LPAREN_e_RPAREN_,Hexadecane exchange,frozenset()
EX_C10DC_LPAREN_e_RPAREN_,Decanedioate exchange,frozenset()
EX_C12DC_LPAREN_e_RPAREN_,Dodecanedioate exchange,frozenset()
EX_C16DC_LPAREN_e_RPAREN_,Hexadecanedioate exchnage,frozenset()
ASPOcm,aspartate oxidase,frozenset()
MTHFC,methenyltetrahydrofolate cyclohydrolase,"frozenset({<Gene YALI0E01056g at 0x7f41338504d0>, <Gene YALI0F30745g at 0x7f4133850a50>})"
MTHFD,methylenetetrahydrofolate dehydrogenase NADP ,"frozenset({<Gene YALI0E01056g at 0x7f41338504d0>, <Gene YALI0F30745g at 0x7f4133850a50>})"
MTHFR3,5 10 methylenetetrahydrofolatereductase NADPH ,"frozenset({<Gene YALI0B00572g at 0x7f41337cb290>, <Gene YALI0B14465g at 0x7f41337cb050>})"
GLYCDx,glycerol 2-dehydrogenase,frozenset({<Gene YALI0B07117g at 0x7f41337c3c10>})
DHFS,dihydrofolate synthase,frozenset()
DHNPAm,dihydroneopterin aldolase,frozenset({<Gene YALI0A02541g at 0x7f4133858d90>})
L_LACtm,L lactate transport mitochondrial,frozenset()
FACOAL160p,fatty acid CoA ligase hexadecanoate peroxisomal,frozenset({<Gene YALI0D17864g at 0x7f41337e1ad0>})
FTHFI,5 Formyltetrahydrofolate10 Formyltetrahydrofolate isomerase,frozenset()
METS,methionine synthase,frozenset({<Gene YALI0E12683g at 0x7f4133810d10>})
GTPCI,GTP cyclohydrolase I,frozenset({<Gene YALI0A10310g at 0x7f41337cb250>})
ACACCT,Acetyl-CoA:acetoacetyl-CoA transferase,frozenset({<Gene YALI00F26587g at 0x7f41337c3e50>})
MTHFCm,methenyltetrahydrifikate cyclohydrolase mitochondrial,"frozenset({<Gene YALI0E01056g at 0x7f41338504d0>, <Gene YALI0F30745g at 0x7f4133850a50>})"
MTHFD2,methylenetetrahydrofolate dehydrogenase NAD ,frozenset({<Gene YALI0B12078g at 0x7f41337cb0d0>})
MTHFDm,methylenetetrahydrofolate dehydrogenase NADP mitochondrial,"frozenset({<Gene YALI0E01056g at 0x7f41338504d0>, <Gene YALI0F30745g at 0x7f4133850a50>})"
QULNS,quinolinate synthase,frozenset()
SPHPL,sphinganine phosphate lyase,frozenset({<Gene YALI0E28237g at 0x7f41337a9e10>})
UGLT,UDPglucose hexose 1 phosphate uridylyltransferase,frozenset({<Gene YALI0F23947g at 0x7f41337cb090>})
oxogludeh_LPAREN_e_RPAREN_,oxoglutarate dehydrogenase YL,frozenset({<Gene YALI0E33517g at 0x7f4133837250>})
FACOAL60p,fatty acid CoA ligase hexanoate peroxisomal YL,frozenset({<Gene YALI0D17864g at 0x7f41337e1ad0>})
FACOAL40p,fatty acid CoA ligase butanoate peroxisomal,frozenset({<Gene YALI0D17864g at 0x7f41337e1ad0>})
FAO40p,fatty acid oxidation butanoyl CoA peroxisomal YL,"frozenset({<Gene YALI0E06567g at 0x7f413382bdd0>, <Gene YALI0E27654g at 0x7f413382bf10>, <Gene YALI0D24750g at 0x7f413382bc50>, <Gene YALI0C23859g at 0x7f413382bb50>, <Gene YALI0E32835g at 0x7f413382bb90>, <Gene YALI0F10857g at 0x7f413382bbd0>})"
LEUDH,2-Oxoisovalerate dehydrogenase,"frozenset({<Gene YALI0D20768g at 0x7f4133830dd0>, <Gene YALI0F05038g at 0x7f41337cb510>, <Gene YALI0D08690g at 0x7f41337cb750>, <Gene YALI0D23815g at 0x7f41337cb650>})"
MBCOAi,isovaleryl-coa dehydrogenase,frozenset({<Gene YALI0E12573g at 0x7f41337cb2d0>})
MCCC,3-methylcrotonyl-coa carboxylase,frozenset({<Gene YALI0B14619g at 0x7f41337cb6d0>})
MGCH,Methylglutaconyl-coa hydratase,frozenset()
DM_ggdp_c,Geranylgeranyl diphosphate demand,frozenset()
DMATTmodi,Dimethylallyltranstransferase,frozenset({<Gene YALI0E05753g at 0x7f4133858e50>})
GRTTmodi,Geranyltranstransferase,frozenset({<Gene YALI0E05753g at 0x7f4133858e50>})
GGS1_r0373,Farnesyltransferase,frozenset({<Gene YALI0D17050g at 0x7f4133858ed0>})
DM_phyto_c,phytoene-all_trans demand,frozenset()
PHYT,phytoene_synthase,frozenset({<Gene McCarRP at 0x7f41334a5510>})
