"","original_reaction","reaction_ID","xml_equation","bigg_name"
"507","FA180ACPtm: ocdcaACP_m --> ocdcaACP_c","FA180ACPtm"," ocdcaACP_m --> ocdcaACP_c","Fatty acyl ACP mitochondrial transport"
"508","FA180COAabcp: atp_x + h2o_x + stcoa_c --> adp_x + h_x + pi_x + stcoa_x","FA180COAabcp"," atp_x + h2o_x + stcoa_c --> adp_x + h_x + pi_x + stcoa_x","Fatty acyl CoA transport via ABC system"
"509","FA181ACPH: h2o_c + octeACP_c <=> ACP_c + h_c + ocdcea_c","FA181ACPH"," h2o_c + octeACP_c <=> ACP_c + h_c + ocdcea_c","Fatty acyl ACP hydrolase"
"510","FA181ACPtm: octeACP_m --> octeACP_c","FA181ACPtm"," octeACP_m --> octeACP_c","Fatty acyl ACP mitochondrial transport"
"511","FA181COAabcp: atp_x + h2o_x + odecoa_c --> adp_x + h_x + odecoa_x + pi_x","FA181COAabcp"," atp_x + h2o_x + odecoa_c --> adp_x + h_x + odecoa_x + pi_x","Fatty acyl CoA peroxisomal transport via ABC system"
"512","FA182ACPH: h2o_c + ocdcyaACP_c <=> ACP_c + h_c + ocdcya_c","FA182ACPH"," h2o_c + ocdcyaACP_c <=> ACP_c + h_c + ocdcya_c","Fatty acyl ACP hydrolase"
"513","FA182ACPtm: ocdcyaACP_m --> ocdcyaACP_c","FA182ACPtm"," ocdcyaACP_m --> ocdcyaACP_c","Fatty acyl ACP mitochondrial transport"
"514","FA182COAabcp: atp_x + h2o_x + ocdycacoa_c --> adp_x + h_x + ocdycacoa_x + pi_x","FA182COAabcp"," atp_x + h2o_x + ocdycacoa_c --> adp_x + h_x + ocdycacoa_x + pi_x","Fatty acyl CoA peroxisomal transport via ABC system"
"515","FA240tp: ttc_c --> ttc_x","FA240tp"," ttc_c --> ttc_x","Fatty acid peroxisomal transport"
"516","FA260tp: hexc_c --> hexc_x","FA260tp"," hexc_c --> hexc_x","Fatty acid peroxisomal transport"
"517","FA80tp: octa_c --> octa_x","FA80tp"," octa_c --> octa_x","Fatty acid peroxisomal transport"
"518","FACOAL100p: atp_x + coa_x + dca_x <=> amp_x + dcacoa_x + ppi_x","FACOAL100p"," atp_x + coa_x + dca_x <=> amp_x + dcacoa_x + ppi_x","Fatty acid  CoA ligase  decanoate   peroxisomal"
"519","FACOAL120p: atp_x + coa_x + ddca_x <=> amp_x + ddcacoa_x + ppi_x","FACOAL120p"," atp_x + coa_x + ddca_x <=> amp_x + ddcacoa_x + ppi_x","Fatty acid  CoA ligase  dodecanoate   peroxisomal"
"520","FACOAL140: atp_c + coa_c + ttdca_c <=> amp_c + ppi_c + tdcoa_c","FACOAL140"," atp_c + coa_c + ttdca_c <=> amp_c + ppi_c + tdcoa_c","Fatty acid  CoA ligase  tetradecanoate "
"521","FACOAL140p: atp_x + coa_x + ttdca_x <=> amp_x + ppi_x + tdcoa_x","FACOAL140p"," atp_x + coa_x + ttdca_x <=> amp_x + ppi_x + tdcoa_x","Fatty acid  CoA ligase  tetradecanoate   peroxisomal"
"522","FACOAL141: atp_c + coa_c + ttdcea_c --> amp_c + ppi_c + tdecoa_c","FACOAL141"," atp_c + coa_c + ttdcea_c --> amp_c + ppi_c + tdecoa_c","Fatty acid  CoA ligase  tetradecenoate "
"523","FACOAL141p: atp_x + coa_x + ttdcea_x <=> amp_x + ppi_x + tdecoa_x","FACOAL141p"," atp_x + coa_x + ttdcea_x <=> amp_x + ppi_x + tdecoa_x","Fatty acid  CoA ligase  tetradecenoate   peroxisomal"
"524","FACOAL160: atp_c + coa_c + hdca_c --> amp_c + pmtcoa_c + ppi_c","FACOAL160"," atp_c + coa_c + hdca_c --> amp_c + pmtcoa_c + ppi_c","Fatty acid  CoA ligase  hexadecanoate "
"525","FACOAL161: atp_c + coa_c + hdcea_c --> amp_c + hdcoa_c + ppi_c","FACOAL161"," atp_c + coa_c + hdcea_c --> amp_c + hdcoa_c + ppi_c","Fatty acid  CoA ligase  hexadecenoate "
"526","FACOAL161p: atp_x + coa_x + hdcea_x <=> amp_x + hdcoa_x + ppi_x","FACOAL161p"," atp_x + coa_x + hdcea_x <=> amp_x + hdcoa_x + ppi_x","Fatty acid  CoA ligase  hexadecenoate   peroxisomal"
"527","FACOAL180: atp_c + coa_c + ocdca_c --> amp_c + ppi_c + stcoa_c","FACOAL180"," atp_c + coa_c + ocdca_c --> amp_c + ppi_c + stcoa_c","Fatty acid  CoA ligase  octadecanoate "
"528","FACOAL181: atp_c + coa_c + ocdcea_c --> amp_c + odecoa_c + ppi_c","FACOAL181"," atp_c + coa_c + ocdcea_c --> amp_c + odecoa_c + ppi_c","Fatty acid  CoA ligase  octadecenoate "
"529","FACOAL182: atp_c + coa_c + ocdcya_c --> amp_c + ocdycacoa_c + ppi_c","FACOAL182"," atp_c + coa_c + ocdcya_c --> amp_c + ocdycacoa_c + ppi_c","Fatty acid  CoA ligase  octadecynoate "
"530","FACOAL240p: atp_x + coa_x + ttc_x <=> amp_x + ppi_x + ttccoa_x","FACOAL240p"," atp_x + coa_x + ttc_x <=> amp_x + ppi_x + ttccoa_x","Fatty acid  CoA ligase  n C240   peroxisomal"
"531","FACOAL260p: atp_x + coa_x + hexc_x <=> amp_x + hexccoa_x + ppi_x","FACOAL260p"," atp_x + coa_x + hexc_x <=> amp_x + hexccoa_x + ppi_x","Fatty acid  CoA ligase  n C260   peroxisomal"
"532","FACOAL80p: atp_x + coa_x + octa_x <=> amp_x + occoa_x + ppi_x","FACOAL80p"," atp_x + coa_x + octa_x <=> amp_x + occoa_x + ppi_x","Fatty acid  CoA ligase  octanoate   peroxisomal"
"533","FADFMNtm: fad_c + fmn_m --> fad_m + fmn_c","FADFMNtm"," fad_c + fmn_m --> fad_m + fmn_c","FADFMN antiport"
"534","FALDH: fald_c + gthrd_c + nad_c <=> Sfglutth_c + h_c + nadh_c","FALDH"," fald_c + gthrd_c + nad_c <=> Sfglutth_c + h_c + nadh_c","Formaldehyde dehydrogenase"
"535","FAO141p_even: 6.0 coa_x + 6.0 h2o_x + 6.0 nad_x + nadph_x + 6.0 o2_x + tdecoa_x --> 7.0 accoa_x + 6.0 h2o2_x + 5.0 h_x + 6.0 nadh_x + nadp_x","FAO141p_even"," 6.0 coa_x + 6.0 h2o_x + 6.0 nad_x + nadph_x + 6.0 o2_x + tdecoa_x --> 7.0 accoa_x + 6.0 h2o2_x + 5.0 h_x + 6.0 nadh_x + nadp_x","Fatty acid oxidation"
"536","FAO141p_odd: 6.0 coa_x + 6.0 h2o_x + 6.0 nad_x + 5.0 o2_x + tdecoa_x --> 7.0 accoa_x + 5.0 h2o2_x + 6.0 h_x + 6.0 nadh_x","FAO141p_odd"," 6.0 coa_x + 6.0 h2o_x + 6.0 nad_x + 5.0 o2_x + tdecoa_x --> 7.0 accoa_x + 5.0 h2o2_x + 6.0 h_x + 6.0 nadh_x","Fatty acid oxidation"
"537","FAO161p_even: 7.0 coa_x + 7.0 h2o_x + hdcoa_x + 7.0 nad_x + nadph_x + 7.0 o2_x --> 8.0 accoa_x + 7.0 h2o2_x + 6.0 h_x + 7.0 nadh_x + nadp_x","FAO161p_even"," 7.0 coa_x + 7.0 h2o_x + hdcoa_x + 7.0 nad_x + nadph_x + 7.0 o2_x --> 8.0 accoa_x + 7.0 h2o2_x + 6.0 h_x + 7.0 nadh_x + nadp_x","Fatty acid oxidation"
"538","FAO161p_odd: 7.0 coa_x + 7.0 h2o_x + hdcoa_x + 7.0 nad_x + 6.0 o2_x --> 8.0 accoa_x + 6.0 h2o2_x + 7.0 h_x + 7.0 nadh_x","FAO161p_odd"," 7.0 coa_x + 7.0 h2o_x + hdcoa_x + 7.0 nad_x + 6.0 o2_x --> 8.0 accoa_x + 6.0 h2o2_x + 7.0 h_x + 7.0 nadh_x","Fatty acid oxidation"
"539","FAO181p_even: 8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + nadph_x + 8.0 o2_x + odecoa_x --> 9.0 accoa_x + 8.0 h2o2_x + 7.0 h_x + 8.0 nadh_x + nadp_x","FAO181p_even"," 8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + nadph_x + 8.0 o2_x + odecoa_x --> 9.0 accoa_x + 8.0 h2o2_x + 7.0 h_x + 8.0 nadh_x + nadp_x","Fatty acid oxidation"
"540","FAO181p_odd: 8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + 7.0 o2_x + odecoa_x --> 9.0 accoa_x + 7.0 h2o2_x + 8.0 h_x + 8.0 nadh_x","FAO181p_odd"," 8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + 7.0 o2_x + odecoa_x --> 9.0 accoa_x + 7.0 h2o2_x + 8.0 h_x + 8.0 nadh_x","Fatty acid oxidation"
"541","FAO182p_eveneven: 8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + 2.0 nadph_x + 8.0 o2_x + ocdycacoa_x --> 9.0 accoa_x + 8.0 h2o2_x + 6.0 h_x + 8.0 nadh_x + 2.0 nadp_x","FAO182p_eveneven"," 8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + 2.0 nadph_x + 8.0 o2_x + ocdycacoa_x --> 9.0 accoa_x + 8.0 h2o2_x + 6.0 h_x + 8.0 nadh_x + 2.0 nadp_x","Fatty acid oxidation"
"542","FAO182p_evenodd: 8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + nadph_x + 7.0 o2_x + ocdycacoa_x --> 9.0 accoa_x + 7.0 h2o2_x + 7.0 h_x + 8.0 nadh_x + nadp_x","FAO182p_evenodd"," 8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + nadph_x + 7.0 o2_x + ocdycacoa_x --> 9.0 accoa_x + 7.0 h2o2_x + 7.0 h_x + 8.0 nadh_x + nadp_x","Fatty acid oxidation"
"543","FAO182p_oddodd: 8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + 6.0 o2_x + ocdycacoa_x --> 9.0 accoa_x + 6.0 h2o2_x + 8.0 h_x + 8.0 nadh_x","FAO182p_oddodd"," 8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + 6.0 o2_x + ocdycacoa_x --> 9.0 accoa_x + 6.0 h2o2_x + 8.0 h_x + 8.0 nadh_x","Fatty acid oxidation"
"544","FAO240p: 3.0 coa_x + 3.0 h2o_x + 3.0 nad_x + 3.0 o2_x + ttccoa_x --> 3.0 accoa_x + 3.0 h2o2_x + 3.0 h_x + 3.0 nadh_x + stcoa_x","FAO240p"," 3.0 coa_x + 3.0 h2o_x + 3.0 nad_x + 3.0 o2_x + ttccoa_x --> 3.0 accoa_x + 3.0 h2o2_x + 3.0 h_x + 3.0 nadh_x + stcoa_x","Fatty acid oxidation  tetradecansoyl CoA   peroxisomal"
"545","FAO80p: 3.0 coa_x + 3.0 h2o_x + 3.0 nad_x + 3.0 o2_x + occoa_x --> 4.0 accoa_x + 3.0 h2o2_x + 3.0 h_x + 3.0 nadh_x","FAO80p"," 3.0 coa_x + 3.0 h2o_x + 3.0 nad_x + 3.0 o2_x + occoa_x --> 4.0 accoa_x + 3.0 h2o2_x + 3.0 h_x + 3.0 nadh_x","Fatty acid oxidation  octanoyl CoA   peroxisomal"
"546","FAS100: 3.0 h_c + malcoa_c + 2.0 nadph_c + octa_c --> co2_c + coa_c + dca_c + h2o_c + 2.0 nadp_c","FAS100"," 3.0 h_c + malcoa_c + 2.0 nadph_c + octa_c --> co2_c + coa_c + dca_c + h2o_c + 2.0 nadp_c","Fatty acid synthase  n C100 "
"547","FAS100ACPm: 3.0 h_m + malACP_m + 2.0 nadph_m + ocACP_m --> ACP_m + co2_m + dcaACP_m + h2o_m + 2.0 nadp_m","FAS100ACPm"," 3.0 h_m + malACP_m + 2.0 nadph_m + ocACP_m --> ACP_m + co2_m + dcaACP_m + h2o_m + 2.0 nadp_m","Fatty acyl ACP synthase  n C100ACP   mitochondrial"
"548","PGI: g6p_c <=> f6p_c","PGI"," g6p_c <=> f6p_c","Glucose-6-phosphate isomerase"
"549","FAS120: dca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + ddca_c + h2o_c + 2.0 nadp_c","FAS120"," dca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + ddca_c + h2o_c + 2.0 nadp_c","Fatty acid synthase  n C120 "
"550","FAS120ACPm: dcaACP_m + 3.0 h_m + malACP_m + 2.0 nadph_m --> ACP_m + co2_m + ddcaACP_m + h2o_m + 2.0 nadp_m","FAS120ACPm"," dcaACP_m + 3.0 h_m + malACP_m + 2.0 nadph_m --> ACP_m + co2_m + ddcaACP_m + h2o_m + 2.0 nadp_m","Fatty acyl ACP synthase  n C120ACP   mitochondrial"
"551","PGK: 3pg_c + atp_c <=> 13dpg_c + adp_c","PGK"," 3pg_c + atp_c <=> 13dpg_c + adp_c","Phosphoglycerate kinase"
"552","FAS140: ddca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ttdca_c","FAS140"," ddca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ttdca_c","Fatty acid synthase  n C140 "
"553","FAS140ACPm: ddcaACP_m + 3.0 h_m + malACP_m + 2.0 nadph_m --> ACP_m + co2_m + h2o_m + myrsACP_m + 2.0 nadp_m","FAS140ACPm"," ddcaACP_m + 3.0 h_m + malACP_m + 2.0 nadph_m --> ACP_m + co2_m + h2o_m + myrsACP_m + 2.0 nadp_m","Fatty acyl ACP synthase  n C140ACP   mitochondrial"
"554","PGM: 2pg_c <=> 3pg_c","PGM"," 2pg_c <=> 3pg_c","Phosphoglycerate mutase"
"555","FAS141ACPm: ddcaACP_m + 4.0 h_m + malACP_m + 3.0 nadph_m + o2_m --> ACP_m + co2_m + 3.0 h2o_m + 3.0 nadp_m + tdeACP_m","FAS141ACPm"," ddcaACP_m + 4.0 h_m + malACP_m + 3.0 nadph_m + o2_m --> ACP_m + co2_m + 3.0 h2o_m + 3.0 nadp_m + tdeACP_m","Fatty acyl ACP synthase  n C141ACP   mitochondrial"
"556","FAS160: 3.0 h_c + malcoa_c + 2.0 nadph_c + ttdca_c --> co2_c + coa_c + h2o_c + hdca_c + 2.0 nadp_c","FAS160"," 3.0 h_c + malcoa_c + 2.0 nadph_c + ttdca_c --> co2_c + coa_c + h2o_c + hdca_c + 2.0 nadp_c","Fatty acid synthase  n C160 "
"557","FAS160ACPm: 3.0 h_m + malACP_m + myrsACP_m + 2.0 nadph_m --> ACP_m + co2_m + h2o_m + 2.0 nadp_m + palmACP_m","FAS160ACPm"," 3.0 h_m + malACP_m + myrsACP_m + 2.0 nadph_m --> ACP_m + co2_m + h2o_m + 2.0 nadp_m + palmACP_m","Fatty acyl ACP synthase  n C160ACP   mitochondrial"
"558","PYK: adp_c + h_c + pep_c --> atp_c + pyr_c","PYK"," adp_c + h_c + pep_c --> atp_c + pyr_c","Pyruvate kinase"
"559","FAS161ACPm: 4.0 h_m + malACP_m + myrsACP_m + 3.0 nadph_m + o2_m --> ACP_m + co2_m + 3.0 h2o_m + hdeACP_m + 3.0 nadp_m","FAS161ACPm"," 4.0 h_m + malACP_m + myrsACP_m + 3.0 nadph_m + o2_m --> ACP_m + co2_m + 3.0 h2o_m + hdeACP_m + 3.0 nadp_m","Fatty acyl ACP synthase  n C161ACP   mitochondrial"
"560","FAS180: 3.0 h_c + hdca_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ocdca_c","FAS180"," 3.0 h_c + hdca_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ocdca_c","Fatty acid synthase  n C180 "
"561","FAS180ACPm: 3.0 h_m + malACP_m + 2.0 nadph_m + palmACP_m --> ACP_m + co2_m + h2o_m + 2.0 nadp_m + ocdcaACP_m","FAS180ACPm"," 3.0 h_m + malACP_m + 2.0 nadph_m + palmACP_m --> ACP_m + co2_m + h2o_m + 2.0 nadp_m + ocdcaACP_m","Fatty acyl ACP synthase  n C180ACP   mitochondrial"
"562","TPI: dhap_c <=> g3p_c","TPI"," dhap_c <=> g3p_c","Triose-phosphate isomerase"
"563","FAS181ACPm: 4.0 h_m + malACP_m + 3.0 nadph_m + o2_m + palmACP_m --> ACP_m + co2_m + 3.0 h2o_m + 3.0 nadp_m + octeACP_m","FAS181ACPm"," 4.0 h_m + malACP_m + 3.0 nadph_m + o2_m + palmACP_m --> ACP_m + co2_m + 3.0 h2o_m + 3.0 nadp_m + octeACP_m","Fatty acyl ACP synthase  n C181ACP   mitochondrial"
"564","FAS182ACPm: 5.0 h_m + malACP_m + 4.0 nadph_m + 2.0 o2_m + palmACP_m --> ACP_m + co2_m + 5.0 h2o_m + 4.0 nadp_m + ocdcyaACP_m","FAS182ACPm"," 5.0 h_m + malACP_m + 4.0 nadph_m + 2.0 o2_m + palmACP_m --> ACP_m + co2_m + 5.0 h2o_m + 4.0 nadp_m + ocdcyaACP_m","Fatty acyl ACP synthase  n C182ACP   mitochondrial"
"565","FAS240_L: 9.0 h_c + 3.0 malcoa_c + 6.0 nadph_c + ocdca_c --> 3.0 co2_c + 3.0 coa_c + 3.0 h2o_c + 6.0 nadp_c + ttc_c","FAS240_L"," 9.0 h_c + 3.0 malcoa_c + 6.0 nadph_c + ocdca_c --> 3.0 co2_c + 3.0 coa_c + 3.0 h2o_c + 6.0 nadp_c + ttc_c","Fatty acid synthase  n C240   lumped reaction"
"566","FAS260: 3.0 h_c + malcoa_c + 2.0 nadph_c + ttc_c --> co2_c + coa_c + h2o_c + hexc_c + 2.0 nadp_c","FAS260"," 3.0 h_c + malcoa_c + 2.0 nadph_c + ttc_c --> co2_c + coa_c + h2o_c + hexc_c + 2.0 nadp_c","Fatty acid synthase  n C260 "
"567","FAS80ACPm_L: acACP_m + 9.0 h_m + 3.0 malACP_m + 6.0 nadph_m --> 3.0 ACP_m + 3.0 co2_m + 3.0 h2o_m + 6.0 nadp_m + ocACP_m","FAS80ACPm_L"," acACP_m + 9.0 h_m + 3.0 malACP_m + 6.0 nadph_m --> 3.0 ACP_m + 3.0 co2_m + 3.0 h2o_m + 6.0 nadp_m + ocACP_m","Fatty acyl ACP synthase  n C80ACP   mitochondrial  lumped reaction"
"568","DOLPMMer: dolmanp_r --> dolp_r + h_r + mannan_r","DOLPMMer"," dolmanp_r --> dolp_r + h_r + mannan_r","Dolichyl phosphate mannose  protein mannosyltransferase  endoplasmic reticular"
"569","FAS80_L: accoa_c + 8.0 h_c + 3.0 malcoa_c + 6.0 nadph_c --> 3.0 co2_c + 4.0 coa_c + 2.0 h2o_c + 6.0 nadp_c + octa_c","FAS80_L"," accoa_c + 8.0 h_c + 3.0 malcoa_c + 6.0 nadph_c --> 3.0 co2_c + 4.0 coa_c + 2.0 h2o_c + 6.0 nadp_c + octa_c","Fatty acid synthase  n C80   lumped reaction"
"570","DOLPMTcer: dolp_c + gdpmann_c --> dolmanp_r + gdp_c","DOLPMTcer"," dolp_c + gdpmann_c --> dolmanp_r + gdp_c","Dolichyl phosphate D mannosyltransferase"
"571","FBA2: f1p_c <=> dhap_c + glyald_c","FBA2"," f1p_c <=> dhap_c + glyald_c","D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase"
"572","FBA3: s17bp_c <=> dhap_c + e4p_c","FBA3"," s17bp_c <=> dhap_c + e4p_c","Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase"
"573","FBP: fdp_c + h2o_c --> f6p_c + pi_c","FBP"," fdp_c + h2o_c --> f6p_c + pi_c","Fructose-bisphosphatase"
"574","FBP26: f26bp_c + h2o_c --> f6p_c + pi_c","FBP26"," f26bp_c + h2o_c --> f6p_c + pi_c","Fructose 2 6 bisphosphate 2 phosphatase"
"575","FCLTm: fe2_m + ppp9_m --> 2.0 h_m + pheme_m","FCLTm"," fe2_m + ppp9_m --> 2.0 h_m + pheme_m","Ferrochelatase  mitochondrial"
"576","FDH: for_c + nad_c --> co2_c + nadh_c","FDH"," for_c + nad_c --> co2_c + nadh_c","Formate dehydrogenase"
"577","FDNG: for_c + h_c + q6_m --> co2_c + q6h2_m","FDNG"," for_c + h_c + q6_m --> co2_c + q6h2_m","Formate  dehydrogenase  cytosolicmitochondrial"
"578","FKYNH: Lfmkynr_c + h2o_c --> Lkynr_c + for_c + h_c","FKYNH"," Lfmkynr_c + h2o_c --> Lkynr_c + for_c + h_c","N Formyl L kynurenine amidohydrolase"
"579","FMETTRSm: 10fthf_m + mettrna_m --> fmettrna_m + h_m + thf_m","FMETTRSm"," 10fthf_m + mettrna_m --> fmettrna_m + h_m + thf_m","Methionyl tRNA formyltransferase  mitochondrial"
"580","FMNAT: atp_c + fmn_c + h_c --> fad_c + ppi_c","FMNAT"," atp_c + fmn_c + h_c --> fad_c + ppi_c","FMN adenylyltransferase"
"581","FMNATm: atp_m + fmn_m + h_m --> fad_m + ppi_m","FMNATm"," atp_m + fmn_m + h_m --> fad_m + ppi_m","FMN adenylyltransferase"
"582","FOLD3m: 2ahhmd_m + 4abz_m --> dhpt_m + ppi_m","FOLD3m"," 2ahhmd_m + 4abz_m --> dhpt_m + ppi_m","Dihydropteroate synthase  mitochondrial"
"583","FORt: for_e <=> for_c","FORt"," for_e <=> for_c","Formate transport via diffusion"
"584","FORtm: for_m --> for_c","FORtm"," for_m --> for_c","Formate mitochondrial transport"
"585","FRUK: atp_c + f1p_c --> adp_c + fdp_c + h_c","FRUK"," atp_c + f1p_c --> adp_c + fdp_c + h_c","Fructose-1-phosphate kinase"
"586","FRUt2: fru_e + h_e --> fru_c + h_c","FRUt2"," fru_e + h_e --> fru_c + h_c","D fructose transport in via proton symport"
"587","FTHFCL: 5fthf_c + atp_c --> adp_c + methf_c + pi_c","FTHFCL"," 5fthf_c + atp_c --> adp_c + methf_c + pi_c","5 formethyltetrahydrofolate cyclo ligase"
"588","FTHFCLm: 5fthf_m + atp_m --> adp_m + methf_m + pi_m","FTHFCLm"," 5fthf_m + atp_m --> adp_m + methf_m + pi_m","5 formethyltetrahydrofolate cyclo ligase  mitochondrial"
"589","AHSERL2: achms_c + h2s_c --> ac_c + h_c + hcys_L_c","AHSERL2"," achms_c + h2s_c --> ac_c + h_c + hcys_L_c","O acetylhomoserine  thiol  lyase"
"590","FTHFLm: atp_m + for_m + thf_m --> 10fthf_m + adp_m + pi_m","FTHFLm"," atp_m + for_m + thf_m --> 10fthf_m + adp_m + pi_m",NA
"591","HSERTA: accoa_c + hom_L_c <=> achms_c + coa_c","HSERTA"," accoa_c + hom_L_c <=> achms_c + coa_c","Homoserine O trans acetylase"
"592","FUMAC: 4fumacac_c + h2o_c --> acac_c + fum_c + h_c","FUMAC"," 4fumacac_c + h2o_c --> acac_c + fum_c + h_c","Fumarylacetoacetase"
"593","FUMm: fum_m + h2o_m <=> mal_L_m","FUMm"," fum_m + h2o_m <=> mal_L_m","Fumarase  mitochondrial"
"594","FUMt2r: fum_e + h_e <=> fum_c + h_c","FUMt2r"," fum_e + h_e <=> fum_c + h_c","Fumarate reversible transport via symport"
"595","G12MT1g: gdpmann_g + m2macchitppdol_g --> gdp_g + h_g + m3macchitppdol_g","G12MT1g"," gdpmann_g + m2macchitppdol_g --> gdp_g + h_g + m3macchitppdol_g","Glycolipid 1 2 alpha D mannosyltransferase  Golgi apparatus"
"596","G12MT2g: gdpmann_g + m3macchitppdol_g --> gdp_g + h_g + m4macchitppdol_g","G12MT2g"," gdpmann_g + m3macchitppdol_g --> gdp_g + h_g + m4macchitppdol_g","Glycolipid 1 2 alpha D mannosyltransferase  Golgi apparatus"
"597","G13MTg: gdpmann_g + macchitppdol_g --> gdp_g + h_g + m1macchitppdol_g","G13MTg"," gdpmann_g + macchitppdol_g --> gdp_g + h_g + m1macchitppdol_g","Glycolipid 1 3 alpha D mannosyltransferase  Golgi apparatus"
"598","G16MTg: gdpmann_g + m1macchitppdol_g --> gdp_g + h_g + m2macchitppdol_g","G16MTg"," gdpmann_g + m1macchitppdol_g --> gdp_g + h_g + m2macchitppdol_g","Glycolipid 1 6 alpha D mannosyltransferase  Golgi apparatus"
"599","G3PD1irm: dhap_m + h_m + nadh_m --> glyc3p_m + nad_m","G3PD1irm"," dhap_m + h_m + nadh_m --> glyc3p_m + nad_m","Glycerol 3 phosphate dehydrogenase  NAD   mitochondrial"
"600","G3PDm: glyc3p_m + nad_m --> dhap_m + nadh_m","G3PDm"," glyc3p_m + nad_m --> dhap_m + nadh_m","Glycerol 3 phosphate dehydrogenase  FAD   mitochondrial"
"601","RNDR1: adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c","RNDR1"," adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c","Ribonucleoside-diphosphate reductase (ADP)"
"602","G5SADrm: glu5sa_m <=> 1pyr5c_m + h2o_m + h_m","G5SADrm"," glu5sa_m <=> 1pyr5c_m + h2o_m + h_m","L glutamate 5 semialdehyde dehydratase  reversible  mitochondrial"
"603","G5SD: glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c","G5SD"," glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c","Glutamate-5-semialdehyde dehydrogenase"
"604","RNTR4: trdrd_c + utp_c --> dutp_c + h2o_c + trdox_c","RNTR4"," trdrd_c + utp_c --> dutp_c + h2o_c + trdox_c","Ribonucleoside triphosphate reductase  UTP "
"605","G6PDA: gam6p_c + h2o_c --> f6p_c + nh4_c","G6PDA"," gam6p_c + h2o_c --> f6p_c + nh4_c","Glucosamine-6-phosphate deaminase"
"606","G6PDH2: g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c","G6PDH2"," g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c",NA
"607","UMPK: atp_c + ump_c <=> adp_c + udp_c","UMPK"," atp_c + ump_c <=> adp_c + udp_c","UMP kinase"
"608","ATPS3m: adp_m + 3.0 h_c + pi_m --> atp_m + h2o_m + 2.0 h_m","ATPS3m"," adp_m + 3.0 h_c + pi_m --> atp_m + h2o_m + 2.0 h_m","ATP synthase  mitochondrial"
"609","G6PI2: g6p_B_c <=> f6p_B_c","G6PI2"," g6p_B_c <=> f6p_B_c",NA
"610","CYOOm: 4.0 focytc_m + 6.0 h_m + o2_m --> 4.0 ficytc_m + 2.0 h2o_m + 6.0 h_c","CYOOm"," 4.0 focytc_m + 6.0 h_m + o2_m --> 4.0 ficytc_m + 2.0 h2o_m + 6.0 h_c","Cytochrome c oxidase  mitochondrial"
"611","GALIGH: 1Dgali_c + h2o_c <=> gal_c + inost_c","GALIGH"," 1Dgali_c + h2o_c <=> gal_c + inost_c","1 alpha D Galactosyl myo inositol galactohydrolase"
"612","GALK: atp_c + gal_c --> adp_c + gal1p_c + h_c","GALK"," atp_c + gal_c --> adp_c + gal1p_c + h_c",NA
"613","GALS3: h2o_c + melib_c --> gal_c + glc_D_c","GALS3"," h2o_c + melib_c --> gal_c + glc_D_c","A-galactosidase (melibiose)"
"614","GALT: gal1p_c + h_c + utp_c --> ppi_c + udpgal_c","GALT"," gal1p_c + h_c + utp_c --> ppi_c + udpgal_c","Galactose 1 phosphate uridylyltransferase"
"615","GALU: g1p_c + h_c + utp_c <=> ppi_c + udpg_c","GALU"," g1p_c + h_c + utp_c <=> ppi_c + udpg_c",NA
"616","GALt2: gal_e + h_e --> gal_c + h_c","GALt2"," gal_e + h_e --> gal_c + h_c","D galactose transport in via proton symport"
"617","GAM6Pt: gam6p_e <=> gam6p_c","GAM6Pt"," gam6p_e <=> gam6p_c","D glucosamine 6 phosphate reversible uniport"
